Temperature,Humidity,Wind Speed,Pressure,Precipitation,State,Month,Year,RainFall,Visitors
35.16666667,21.96666667,9.333333333,29.73633333,0.056666667,madhya-pradesh,april,2015,18.8,9802.0731
38.90322581,19.67741935,10.35483871,29.6383871,0.048387097,madhya-pradesh,may,2015,3.9,9228.6289
34.7,47.4,10.86666667,29.561,1.956666667,madhya-pradesh,june,2015,149.2,9273.3721
29.22580645,72.87096774,12.77419355,29.58225806,4.087096774,madhya-pradesh,july,2015,355.4,11372.6463
28.16129032,80.25806452,10.29032258,29.65290323,2.535483871,madhya-pradesh,august,2015,276.6,10850.5518
29.4,65.3,7.666666667,29.73266667,1.366666667,madhya-pradesh,september,2015,62.6,9821.06
29.09677419,47.41935484,5.838709677,29.87935484,0.348387097,madhya-pradesh,october,2015,22.9,12367.476600000002
26.03333333,48.46666667,5.266666667,29.942,0.01,madhya-pradesh,november,2015,0.7,14768.6407
21.38709677,41.83870968,5.838709677,30.00967742,0.009677419,madhya-pradesh,december,2015,1.0,16520.2863
23.12903226,43.12903226,10.16129032,29.98290323,0.241935484,maharashtra,january,2015,11.6,149471.406
27.64285714,25.92857143,10.28571429,29.91892857,0.032142857,maharashtra,february,2015,2.2,143830.32299999995
30.58064516,26.51612903,10.5483871,29.87774194,0.158064516,maharashtra,march,2015,46.9,137810.106
34.6,21.5,11.2,29.77133333,0.15,maharashtra,april,2015,21.4,102353.13899999998
36.96774194,23.80645161,17.77419355,29.70225806,0.187096774,maharashtra,may,2015,16.3,96365.241
31.3,53.83333333,18.13333333,29.64,3.323333333,maharashtra,june,2015,248.5,96832.44899999998
29.48387097,59.58064516,23.83870968,29.67032258,0.970967742,maharashtra,july,2015,141.7,118753.047
27.48387097,72.03225806,16.29032258,29.73225806,1.677419355,maharashtra,august,2015,177.8,113301.342
28.1,67.4,11.63333333,29.77233333,2.153333333,maharashtra,september,2015,165.0,102551.4
29.51612903,46.22580645,8.741935484,29.87967742,0.325806452,maharashtra,october,2015,34.1,129141.054
27.1,46.06666667,10.26666667,29.92,0.036666667,maharashtra,november,2015,10.0,154213.98299999998
24.67741935,35.80645161,9.129032258,29.97193548,0.0,maharashtra,december,2015,0.1,172504.647
15.19354839,78.4516129,3.35483871,30.00193548,0.329032258,manipur,january,2015,20.2,79.08539999999999
17.60714286,69.75,3.107142857,29.96285714,0.078571429,manipur,february,2015,4.1,76.1007
21.64516129,57.38709677,3.935483871,29.89870968,0.267741935,manipur,march,2015,7.2,72.9154
23.13333333,72.23333333,4.066666667,29.83466667,2.383333333,manipur,april,2015,224.6,54.1551
25.58064516,73.19354839,4.032258065,29.74387097,1.332258065,manipur,may,2015,78.4,50.986900000000006
25.46666667,83.96666667,3.766666667,29.651,2.623333333,manipur,june,2015,193.3,51.2341
23.29032258,91.64516129,4.064516129,29.62193548,9.448387097,manipur,july,2015,288.7,62.8323
24.0,90.70967742,3.161290323,29.69064516,4.85483871,manipur,august,2015,290.6,59.9478
24.5,85.83333333,3.333333333,29.75166667,2.613333333,manipur,september,2015,130.6,54.26
21.93548387,83.87096774,3.0,29.90129032,2.432258065,manipur,october,2015,74.7,68.32860000000001
18.63333333,81.36666667,3.1,29.969,0.216666667,manipur,november,2015,4.8,81.5947
15.32258065,79.35483871,3.290322581,30.00677419,0.174193548,manipur,december,2015,4.8,91.2723
13.12903226,81.67741935,2.774193548,30.00967742,0.790322581,meghalaya,january,2015,21.8,237.2562
14.10714286,78.17857143,3.071428571,29.965,1.346428571,meghalaya,february,2015,22.1,228.3021
17.90322581,67.22580645,3.774193548,29.90096774,2.190322581,meghalaya,march,2015,59.3,218.7462
19.06666667,85.46666667,4.633333333,29.827,9.973333333,meghalaya,april,2015,325.3,162.46529999999998
21.38709677,87.64516129,4.290322581,29.74,7.0,meghalaya,may,2015,406.4,152.9607
21.96666667,93.86666667,5.766666667,29.631,12.51,meghalaya,june,2015,877.2,153.7023
21.80645161,95.0,4.935483871,29.58129032,16.38709677,meghalaya,july,2015,420.4,188.4969
21.5483871,95.87096774,5.225806452,29.65580645,17.47741935,meghalaya,august,2015,1030.5,179.8434
21.6,94.1,3.6,29.72966667,9.813333333,meghalaya,september,2015,542.3,162.78
18.70967742,92.12903226,2.129032258,29.88451613,9.706451613,meghalaya,october,2015,85.0,204.9858
15.46666667,88.16666667,1.933333333,29.959,1.203333333,meghalaya,november,2015,7.8,244.7841
12.22580645,86.51612903,2.451612903,30.01935484,1.529032258,meghalaya,december,2015,3.4,273.8169
17.74193548,77.70967742,3.483870968,29.99032258,0.516129032,mizoram,january,2015,12.2,0.0
19.42857143,68.96428571,3.142857143,29.96142857,0.017857143,mizoram,february,2015,8.9,0.0
24.48387097,59.38709677,4.032258065,29.90516129,0.525806452,mizoram,march,2015,29.2,0.0
26.7,72.23333333,3.966666667,29.84366667,2.58,mizoram,april,2015,242.8,0.0
28.70967742,75.77419355,3.612903226,29.76129032,1.396774194,mizoram,may,2015,179.4,0.0
27.33333333,85.16666667,4.133333333,29.685,4.6,mizoram,june,2015,445.5,0.0
25.22580645,93.16129032,3.741935484,29.62580645,13.86774194,mizoram,july,2015,375.9,0.0
26.03225806,90.67741935,3.580645161,29.71774194,5.183870968,mizoram,august,2015,454.6,0.0
26.53333333,88.33333333,3.333333333,29.76566667,4.933333333,mizoram,september,2015,557.1,0.0
